chapter_id,chapter_label,chapter_description,subchapter_id,subchapter_label,subchapter_description,part_id,part_label,part_description,subpart_id,subpart_label,subpart_description,section_number,section_label,section_level,section_title,citation,reserved,volumes,received_on,size,text
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,K,Subpart K—Administrative Detention of Food for Human or Animal Consumption,Administrative Detention of Food for Human or Animal Consumption,1.377,§ 1.377 What definitions apply to this subpart?,§ 1.377,What definitions apply to this subpart?,21 CFR 1.377,FALSE,1,2020-03-25T22:30:08-0400,1988,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,K,Subpart K—Administrative Detention of Food for Human or Animal Consumption,Administrative Detention of Food for Human or Animal Consumption,1.378,§ 1.378 What criteria does FDA use to order a detention?,§ 1.378,What criteria does FDA use to order a detention?,21 CFR 1.378,FALSE,1,2017-01-05T00:00:00-0500,592,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,K,Subpart K—Administrative Detention of Food for Human or Animal Consumption,Administrative Detention of Food for Human or Animal Consumption,1.379,§ 1.379 How long may FDA detain an article of food?,§ 1.379,How long may FDA detain an article of food?,21 CFR 1.379,FALSE,1,2017-01-05T00:00:00-0500,989,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,K,Subpart K—Administrative Detention of Food for Human or Animal Consumption,Administrative Detention of Food for Human or Animal Consumption,1.38,§ 1.380 Where and under what conditions must the detained article of food be held?,§ 1.380,Where and under what conditions must the detained article of food be held?,21 CFR 1.380,FALSE,1,2017-01-05T00:00:00-0500,1522,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,K,Subpart K—Administrative Detention of Food for Human or Animal Consumption,Administrative Detention of Food for Human or Animal Consumption,1.381,§ 1.381 May a detained article of food be delivered to another entity or transferred to another location?,§ 1.381,May a detained article of food be delivered to another entity or transferred to another location?,21 CFR 1.381,FALSE,1,2017-01-05T00:00:00-0500,4159,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,K,Subpart K—Administrative Detention of Food for Human or Animal Consumption,Administrative Detention of Food for Human or Animal Consumption,1.382,§ 1.382 What labeling or marking requirements apply to a detained article of food?,§ 1.382,What labeling or marking requirements apply to a detained article of food?,21 CFR 1.382,FALSE,1,2017-01-05T00:00:00-0500,1182,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,K,Subpart K—Administrative Detention of Food for Human or Animal Consumption,Administrative Detention of Food for Human or Animal Consumption,1.383,§ 1.383 What expedited procedures apply when FDA initiates a seizure action against a detained perishable food?,§ 1.383,What expedited procedures apply when FDA initiates a seizure action against a detained perishable food?,21 CFR 1.383,FALSE,1,2017-01-05T00:00:00-0500,1117,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,K,Subpart K—Administrative Detention of Food for Human or Animal Consumption,Administrative Detention of Food for Human or Animal Consumption,1.384,§ 1.384 When does a detention order terminate?,§ 1.384,When does a detention order terminate?,21 CFR 1.384,FALSE,1,2017-01-05T00:00:00-0500,719,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,K,Subpart K—Administrative Detention of Food for Human or Animal Consumption,Administrative Detention of Food for Human or Animal Consumption,1.391,§ 1.391 Who approves a detention order?,§ 1.391,Who approves a detention order?,21 CFR 1.391,FALSE,1,2020-03-25T22:30:08-0400,528,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,K,Subpart K—Administrative Detention of Food for Human or Animal Consumption,Administrative Detention of Food for Human or Animal Consumption,1.392,§ 1.392 Who receives a copy of the detention order?,§ 1.392,Who receives a copy of the detention order?,21 CFR 1.392,FALSE,1,2017-01-05T00:00:00-0500,997,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,K,Subpart K—Administrative Detention of Food for Human or Animal Consumption,Administrative Detention of Food for Human or Animal Consumption,1.393,§ 1.393 What information must FDA include in the detention order?,§ 1.393,What information must FDA include in the detention order?,21 CFR 1.393,FALSE,1,2020-03-25T22:30:08-0400,2184,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,K,Subpart K—Administrative Detention of Food for Human or Animal Consumption,Administrative Detention of Food for Human or Animal Consumption,1.401,§ 1.401 Who is entitled to appeal?,§ 1.401,Who is entitled to appeal?,21 CFR 1.401,FALSE,1,2017-01-05T00:00:00-0500,594,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,K,Subpart K—Administrative Detention of Food for Human or Animal Consumption,Administrative Detention of Food for Human or Animal Consumption,1.402,§ 1.402 What are the requirements for submitting an appeal?,§ 1.402,What are the requirements for submitting an appeal?,21 CFR 1.402,FALSE,1,2020-03-25T22:30:08-0400,2328,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,K,Subpart K—Administrative Detention of Food for Human or Animal Consumption,Administrative Detention of Food for Human or Animal Consumption,1.403,§ 1.403 What requirements apply to an informal hearing?,§ 1.403,What requirements apply to an informal hearing?,21 CFR 1.403,FALSE,1,2020-03-25T22:30:08-0400,3811,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,K,Subpart K—Administrative Detention of Food for Human or Animal Consumption,Administrative Detention of Food for Human or Animal Consumption,1.404,§ 1.404 Who serves as the presiding officer for an appeal and for an informal hearing?,§ 1.404,Who serves as the presiding officer for an appeal and for an informal hearing?,21 CFR 1.404,FALSE,1,2020-03-25T22:30:08-0400,526,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,K,Subpart K—Administrative Detention of Food for Human or Animal Consumption,Administrative Detention of Food for Human or Animal Consumption,1.405,§ 1.405 When does FDA have to issue a decision on an appeal?,§ 1.405,When does FDA have to issue a decision on an appeal?,21 CFR 1.405,FALSE,1,2017-01-05T00:00:00-0500,2193,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,K,Subpart K—Administrative Detention of Food for Human or Animal Consumption,Administrative Detention of Food for Human or Animal Consumption,1.406,§ 1.406 How will FDA handle classified information in an informal hearing?,§ 1.406,How will FDA handle classified information in an informal hearing?,21 CFR 1.406,FALSE,1,2017-01-05T00:00:00-0500,990,
I,"Chapter I—Food and Drug Administration, Department of Health and Human Services","Food and Drug Administration, Department of Health and Human Services",A,Subchapter A—General,General,1,Part 1—General Enforcement Regulations,General Enforcement Regulations,L,Subpart L—Foreign Supplier Verification Programs for Food Importers,Foreign Supplier Verification Programs for Food Importers,1.5,§ 1.500 What definitions apply to this subpart?,§ 1.500,What definitions apply to this subpart?,21 CFR 1.500,FALSE,1,2023-03-31T21:40:18-0400,12108,
